timestamp,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z,location_x,location_y,location_z,rotation_pitch,rotation_yaw,rotation_roll
0.04000,-9.235636184712348e-07,2.737930344665074e-06,-0.03223073109984398,-3.852722511510365e-05,9.995554864872247e-05,-1.0666323900222778,13.199999809265137,-318.70001220703125,0.019462546333670616,0.0020012452732771635,127.14996337890625,0.0
0.05000,-1.2996824807487428e-06,3.4360580229986226e-06,-0.04083416983485222,-3.761188781936653e-05,6.981276965234429e-05,-0.860343873500824,13.199999809265137,-318.70001220703125,0.019054602831602097,0.0018919622525572777,127.14994812011719,-5.2110205039923585e-11
0.06000,-1.1302746543151443e-06,4.283886937628267e-06,-0.047654666006565094,1.6940783098107204e-05,8.478289237245917e-05,-0.6820496320724487,13.199999809265137,-318.70001220703125,0.018578452989459038,0.0018919622525572777,127.14994812011719,-5.2110205039923585e-11
0.07000,-1.3647415926243411e-06,4.585172064253129e-06,-0.05294095352292061,-2.3446693376172334e-05,3.0128512662486173e-05,-0.5286287665367126,13.200000762939453,-318.70001220703125,0.01804935373365879,0.0017690189415588975,127.14994812011719,-5.2110205039923585e-11
0.08000,-1.4577340152754914e-06,4.800340775545919e-06,-0.05691256374120712,-9.299242265115026e-06,2.1516871129279025e-05,-0.39716100692749023,13.200000762939453,-318.70001220703125,0.017480621114373207,0.0017690189415588975,127.14994812011719,-5.2110205039923585e-11
0.09000,-1.4712016991325072e-06,4.969634574081283e-06,-0.05975903198122978,-1.34676838570158e-06,1.6929379853536375e-05,-0.28464680910110474,13.200000762939453,-318.70001220703125,0.016883431002497673,0.0016324151074513793,127.14994812011719,5.2110205039923585e-11
0.10000,-1.4537901051880908e-06,5.049491846875753e-06,-0.06165213882923126,1.7411593944416381e-06,7.985727279447019e-06,-0.189310684800148,13.200000762939453,-318.70001220703125,0.016267357394099236,0.0016324151074513793,127.14994812011719,5.2110205039923585e-11
0.11000,-1.4542982853527064e-06,5.056482677900931e-06,-0.06273525208234787,-5.0818016461562365e-08,6.990831025177613e-07,-0.10831132531166077,13.20000171661377,-318.70001220703125,0.015640372410416603,0.001495811389759183,127.14994812011719,-3.0517610866809264e-05
0.12000,-2.0416205188666936e-06,4.528681529336609e-06,-0.06313885748386383,-5.873222471564077e-05,-5.2780116675421596e-05,-0.04036054015159607,13.20000171661377,-318.70001220703125,0.015009421855211258,0.001495811389759183,127.14994812011719,-3.0517610866809264e-05
0.13000,-2.649958787515061e-06,3.967257271142444e-06,-0.06297516822814941,-6.083382686483674e-05,-5.614242400042713e-05,0.01636892557144165,13.20000171661377,-318.70001220703125,0.014380034990608692,0.0013592075556516647,127.14994812011719,-3.0517610866809264e-05
0.14000,-3.3153073673020117e-06,3.345704726598342e-06,-0.062341444194316864,-6.653485615970567e-05,-6.215525354491547e-05,0.063372403383255,13.20000171661377,-318.70001220703125,0.013757056556642056,0.0013592075556516647,127.14994812011719,-3.0517610866809264e-05
0.15000,-3.746116135516786e-06,2.887163418563432e-06,-0.06132122874259949,-4.308087591198273e-05,-4.585413262248039e-05,0.10202154517173767,13.20000171661377,-318.70001220703125,0.013144225813448429,0.0012226038379594684,127.14994812011719,-3.0517610866809264e-05
0.16000,-3.669899115266162e-06,2.694963995963917e-06,-0.05999024212360382,7.6217020250624046e-06,-1.9219942259951495e-05,0.13309866189956665,13.200003623962402,-318.70001220703125,0.012544708326458931,0.0012226038379594684,127.14994812011719,-3.0517610866809264e-05
0.17000,-3.4428844628564548e-06,2.684383616724517e-06,-0.05841035395860672,2.2701464331476018e-05,-1.0580379239399917e-06,0.15798881649971008,13.200003623962402,-318.70001220703125,0.011960906907916069,0.0011064906138926744,127.14994812011719,-3.0517636332660913e-05
0.18000,-3.7201987197477138e-06,2.2956455723033287e-06,-0.05663704872131348,-2.7731424779631197e-05,-3.887380444211885e-05,0.17733052372932434,13.200003623962402,-318.70001220703125,0.011394881643354893,0.0011064906138926744,127.14994812011719,-3.0517636332660913e-05
0.19000,-4.078854999534087e-06,1.8603487887958181e-06,-0.05471595749258995,-3.586562888813205e-05,-4.3529678805498406e-05,0.1921091228723526,13.200003623962402,-318.70001220703125,0.010848121717572212,0.0009903773898258805,127.14994812011719,-3.0517585400957614e-05
0.20000,-4.2659185055526905e-06,1.5836048987694085e-06,-0.052689578384160995,-1.8706350601860322e-05,-2.7674388547893614e-05,0.2026379108428955,13.200003623962402,-318.70001220703125,0.010321426205337048,0.0009903773898258805,127.14994812011719,-3.0517585400957614e-05
0.21000,-4.093341885891277e-06,1.5448122212546878e-06,-0.05058911070227623,1.7257661966141313e-05,-3.879267751472071e-06,0.21004676818847656,13.200004577636719,-318.70001220703125,0.009815826080739498,0.0009903773898258805,127.14994812011719,-3.0517585400957614e-05
0.22000,-4.177160008111969e-06,1.2450966551114107e-06,-0.04844432324171066,-8.38181222206913e-06,-2.9971557523822412e-05,0.2144787460565567,13.200004577636719,-318.70001220703125,0.009331779554486275,0.0008469434105791152,127.14994812011719,-3.0517559935105965e-05
0.23000,-3.888756509695668e-06,1.313381176260009e-06,-0.046282052993774414,2.8840349841630086e-05,6.828452114859829e-06,0.21622702479362488,13.200004577636719,-318.70001220703125,0.008869132958352566,0.0008469434105791152,127.14994812011719,-3.0517559935105965e-05
0.24000,-3.646801815193612e-06,1.2359805623418652e-06,-0.0441201813519001,2.4195469450205564e-05,-7.74006184656173e-06,0.21618716418743134,13.200004577636719,-318.70001220703125,0.008428115397691727,0.0008469434105791152,127.14994812011719,-3.0517559935105965e-05
0.25000,-3.5976847811980406e-06,1.088549993255583e-06,-0.04197528585791588,4.911703399557155e-06,-1.4743056453880854e-05,0.21448954939842224,13.200004577636719,-318.70001220703125,0.008008651435375214,0.000717169838026166,127.14994812011719,-3.0517585400957614e-05
0.26000,-3.268351065344177e-06,1.1254817309236387e-06,-0.03986334800720215,3.293337067589164e-05,3.6931737668055575e-06,0.21119378507137299,13.200004577636719,-318.70001220703125,0.007610206492245197,0.000717169838026166,127.14994812011719,-3.0517585400957614e-05
0.27000,-3.2689154068066273e-06,9.388136845700501e-07,-0.03779333457350731,-5.64341462450102e-08,-1.866680395323783e-05,0.20700134336948395,13.200004577636719,-318.70001220703125,0.007232475094497204,0.000717169838026166,127.14994812011719,-3.0517585400957614e-05
0.28000,-2.8480533273977926e-06,1.037094421008078e-06,-0.03577744960784912,4.208620885037817e-05,9.828073416429106e-06,0.2015884965658188,13.200005531311035,-318.70001220703125,0.006874885410070419,0.0006078868173062801,127.14994812011719,-3.051754720218014e-05
0.29000,-2.693746182558243e-06,9.76675210040412e-07,-0.03381960839033127,1.5430714483954944e-05,-6.0419210967666e-06,0.19578412175178528,13.200005531311035,-318.70001220703125,0.006536941509693861,0.0006078868173062801,127.14994812011719,-3.051754720218014e-05
0.30000,-2.4523194497305667e-06,9.71402982941072e-07,-0.031925857067108154,2.4142673282767646e-05,-5.272227099339943e-07,0.1893751323223114,13.200005531311035,-318.70001220703125,0.0062178801745176315,0.0006078868173062801,127.14994812011719,-3.051754720218014e-05
0.31000,-2.508325906092068e-06,8.138120506373525e-07,-0.03010205738246441,-5.600645636150148e-06,-1.575909300299827e-05,0.18237996101379395,13.200005531311035,-318.70001220703125,0.00591697683557868,0.0006078868173062801,127.14994812011719,-3.051754720218014e-05
0.32000,-2.1483572254510364e-06,8.972310752142221e-07,-0.02834945172071457,3.5996868973597884e-05,8.341902685060631e-06,0.17526057362556458,13.200005531311035,-318.70001220703125,0.005633659195154905,0.0004917735932394862,127.14994812011719,-6.103514533606358e-05
0.33000,-2.138978516086354e-06,7.951315410537063e-07,-0.026669196784496307,9.378709364682436e-07,-1.0209952961304225e-05,0.16802549362182617,13.200005531311035,-318.70001220703125,0.005367088131606579,0.0004917735932394862,127.14994812011719,-6.103514533606358e-05
0.34000,-1.991093768083374e-06,7.484588309125684e-07,-0.02506384812295437,1.478847480029799e-05,-4.6672712414874695e-06,0.16053485870361328,13.200005531311035,-318.70001220703125,0.005116614978760481,0.0004917735932394862,127.14994812011719,-6.103514533606358e-05
0.35000,-1.842631604631606e-06,7.251784381878679e-07,-0.023532867431640625,1.484621679992415e-05,-2.3280392724700505e-06,0.15309807658195496,13.200005531311035,-318.70001220703125,0.0048814392648637295,0.0004917735932394862,127.14994812011719,-6.103514533606358e-05
0.36000,-1.8039095266431104e-06,6.54037137337582e-07,-0.02207503281533718,3.8722077988495585e-06,-7.114130312402267e-06,0.1457834541797638,13.200005531311035,-318.70001220703125,0.004660758655518293,0.0004917735932394862,127.14994812011719,-6.103514533606358e-05
0.37000,-1.7076599760912359e-06,5.907216973355389e-07,-0.020690450444817543,9.624955055187456e-06,-6.331543772830628e-06,0.1384582370519638,13.200005531311035,-318.70001220703125,0.004453925881534815,0.0003824905725196004,127.14994812011719,-6.103515625e-05
0.38000,-1.5244723954310757e-06,6.192611294864037e-07,-0.019376687705516815,1.8318758520763367e-05,2.853943215086474e-06,0.1313762664794922,13.200005531311035,-318.70001220703125,0.004260291811078787,0.0003824905725196004,127.14994812011719,-6.103515625e-05
0.39000,-1.461307078898244e-06,5.761920647273655e-07,-0.018133392557501793,6.316531653283164e-06,-4.306906703277491e-06,0.12432951480150223,13.200005531311035,-318.70001220703125,0.004079131875187159,0.0003824905725196004,127.14994812011719,-6.103515625e-05
0.40000,-1.5713906122982735e-06,4.377434947855363e-07,-0.0169566348195076,-1.100835288525559e-05,-1.3844856766809244e-05,0.1176757737994194,13.200007438659668,-318.70001220703125,0.003909645136445761,0.0003824905725196004,127.14994812011719,-6.103515625e-05
0.41000,-1.242769599230087e-06,5.041246708969993e-07,-0.015845460817217827,3.286210267106071e-05,6.638117611146299e-06,0.1111174002289772,13.200007438659668,-318.70001220703125,0.003751297015696764,0.0003824905725196004,127.14994812011719,-6.103515625e-05
0.42000,-1.2704825849141343e-06,4.744106831822137e-07,-0.0147982407361269,-2.7712985684047453e-06,-2.9713987714785617e-06,0.10472200810909271,13.200007438659668,-318.70001220703125,0.003603439312428236,0.0003824905725196004,127.14994812011719,-6.103515625e-05
